985 East Brighton Avenue,Syracuse,NY,43.002975,-76.129859,13205
620 Nottingham Rd,Syracuse,NY,43.021926,-76.109486,13210
4141 S Salina St ,Syracuse,NY,43.008347,-76.141073,13212
2501 Erie Blvd,Syracuse,NY,43.053850,-76.104030,13224
6227 Thompson Road,Syracuse,NY,43.072724,-76.089155,13214
750 East Adams St,Syracuse,NY,43.042690,-76.140509,13210
4464 West Seneca Turnpike,Syracuse ,NY,42.997387,-76.203537,13212
356 N. Midler Ave.,Syracuse,NY,43.075919,-76.105375,13206
181 Shop City Plaza,Syracuse,NY,43.073520,-76.120430,13206
4753 Onondaga Blvd,Geddes,NY,43.033372,-76.189642,13219
700 1st North St. ,Syracuse,NY,43.069379,-76.148956,13208
6360 E Taft Rd,Cicero,NY,43.127120,-76.080403,13057
2120 W Genesee St,Syracuse,NY,43.048198,-76.197151,13219
1210 Buckley Rd,Liverpool,NY,43.091351,-76.170023,13088
504 1/2 S Franklin St,Watkins Glen,NY,42.369644,-76.867599,14891
3720 Brewerton Rd.,Syracuse,NY,43.117576,-76.143666,13212
3803 Brewerton Rd N,Syracuse,NY,43.119285,-76.143691,13212
3911 Brewerton Rd,Clay,NY,43.121198,-76.142737,13212
911 North Main St.,North Syracuse,NY,43.138684,-76.128517,13212
5335 W Genesee St,Camillus,NY,43.041187,-76.270963,13031
Rt. 111,Biddeford,ME,43.492500,-70.453903,4005
40 Fennell St,Skaneateles,NY,42.948267,-76.433241,13152
2052 W Genesee Turnpike,Camillus,NY,43.034190,-76.364530,13031
5600 Bartel Rd,Brewerton,NY,43.231802,-76.131218,13029
8417 Oswego Rd,Clay,NY,43.178423,-76.257473,13027
160 Grant Avenue,Auburn,NY,42.944596,-76.550717,13021
352 Genesee Street,Auburn,NY,42.919394,-76.591667,13021
682 North Main St.,Central Square,NY,43.287730,-76.146864,13036
3610 St. Rt. 31,Baldwinsville,NY,43.158679,-76.332709,13027
 2265 Downer St,Baldwinsville,NY,43.151991,-76.349901,13027
28 St. RT 11,Central Square,NY,43.275549,-76.210817,13036
398 US Route 1,Scarborough,ME,43.586800,-70.352299,4074
2767 Route 31,Weedsport,NY,43.056107,-76.557324,13166
291 Maine Mall,South Portland,ME,43.634552,-70.337377,4106
7395 Turrin Rd,Lowville,NY,43.777600,-75.483500,16508
1412 Congress Street,Portland,ME,43.658923,-70.297794,4102
50 Market St,South Portland,ME,43.635856,-70.254123,4106
1963 Kingdom Plaza,Waterloo,NY,42.904408,-76.834273,13165
321 Liberty St,Penn Yan,NY,42.661450,-77.056664,14527
222 S. Second St. ,Fulton,NY,43.319178,-76.413680,13069
2969 SR 49 Central Square,Oswego,NY,43.287423,-76.471230,13036
309 West Morris Street,Bath,NY,42.336238,-77.329635,14810
3830 Rome Rd,Pulaski,NY,43.557940,-76.118400,13142
451 Hamilton Road,Geneva,NY,42.857340,-77.002070,14456
North University Drive & East Park Avenue,University Park,PA,40.810183,-77.862127,16802
200 East First Street,Oswego,NY,43.454229,-76.505870,13126
7060 Route 104,Oswego,NY,43.451831,-76.544149,13126
821 W. Union St,Newark,NY,43.046948,-77.113473,14513
10 Booth Street,Canandaigua,NY,42.877916,-77.268592,14424
5150 North St.,Canandaigua,NY,42.906275,-77.291243,14424
5150 North Street,Canandaigua,NY,42.904360,-77.297260,14424
22050 Seaway Shopping Center,Watertown,NY,43.974780,-75.910760,13601
21306 New York rt 12F,Watertown,NY,43.989256,-75.946821,13601
147 Pleasant Street,Brunswick,ME,43.912453,-69.985085,4011
5 Horton Place,Topsham,ME,43.927502,-69.976402,4086
5857 Route 96,Farmington,NY,42.974423,-77.339674,14425
848 Minot Avenue,Auburn,ME,44.081467,-70.262658,4210
60 Fair Street,Norway,ME,44.210801,-70.529621,4268
855 Lisbon St.,Lewiston,ME,44.082471,-70.199365,4240
35 Franklin Plaza,Dansville,NY,42.562131,-77.700467,14437
101 Broad Street,Plattsburgh,NY,44.695098,-73.465750,12901
458 Center Street,Auburn,ME,44.117885,-70.225029,4210
736 Sabattus Street,Lewiston,ME,44.102999,-70.177220,4240
260 West Main Street,Victor,NY,42.986532,-77.418026,14564
111 Bolivar Road,Wellsville,NY,42.127130,-77.964864,14895
7029 Aldridge Rd,Victor,NY,42.998747,-77.413101,14564
6272 Furnace Road,Ontario,NY,43.226685,-77.282485,14519
6720 Pittsford/Palmyra Road,Fairport,NY,43.069255,-77.441988,14450
720 Pittsford Victor Road,Pittsford,NY,43.060278,-77.475253,14534
908 Fairport Road,East Rochester,NY,43.099588,-77.458099,14445
2230 Penfield Road,Penfield,NY,43.131486,-77.436664,14526
447 W. Commercial,East Rochester,NY,43.115915,-77.495888,14445
1660 Penfield Rd,Penfield,NY,43.132568,-77.490310,14526
1601 Penfield Road,Rochester,NY,43.135133,-77.498484,14625
1 Ryan Drive,Geneseo,NY,42.797800,-77.787029,14454
"819 Ridge Road, Webster",Monroe,NY,43.204602,-77.475167,14580
1580 Jefferson Road,Henrietta,NY,43.087144,-77.582912,14623
270 East Main Street,Avon,NY,42.910168,-77.733494,14414
1786 Empire Blvd,Penfield,NY,43.187224,-77.505322,14580
1100 Jefferson Road,Henrietta,NY,43.087236,-77.606540,14623
175 North Winton Road,Rochester,NY,43.149023,-77.553366,14610
217 N Winton Rd. ,Rochester,NY,43.149667,-77.553011,14610
375 Kenneth Drive,Rochester,NY,43.059287,-77.644310,14623
1900 Clinton Ave S,Rochester,NY,43.120710,-77.593020,14618
1250 University Ave,Rochester,NY,43.151127,-77.569194,14607
4760 W Henrietta Rd,Henrietta,NY,43.058365,-77.652217,14467
607 Jefferson Rd.,Rochester,NY,43.087000,-77.628443,14623
2970 W Henrietta Rd,Henrietta,NY,43.092730,-77.632855,14620
44 Pierrepont Ave,Potsdam,NY,44.664250,-74.978960,13676
2190 E Henrietta Rd,Henrietta,NY,43.116436,-77.616924,14467
1286 Mt Hope Ave,Rochester,NY,43.125008,-77.617300,14620
718 E Main St,Rochester,NY,43.160263,-77.593024,14604
115 South Ave.,Rochester,NY,43.154471,-77.607765,14604
1 E Main St,Rochester,NY,43.155710,-77.612470,14614
1517 E. Ridge Rd.,Irondequoit,NY,43.199157,-77.576716,14621
1455 Ridge Road East,Rochester,NY,43.198803,-77.578330,14621
20 Erie Station Road,Delaware North,NY,43.041167,-77.715654,14586
450 West Avenue,Rochester,NY,43.149988,-77.638975,14611
1657 Hudson Ave,Rochester,NY,43.197051,-77.600186,14617
710 Lake Avenue,Rochester,NY,43.177944,-77.631224,14613
1525 Lake Ave,Rochester,NY,43.194478,-77.628824,14615
2311 Chili Ave,Gates,NY,43.129937,-77.694424,14624
1631 Lyell Avenue,Rochester,NY,43.164663,-77.668945,14606
1508 Buffalo Rd.,Gates,NY,43.149900,-77.691282,14624
990 W Ridge Rd,Greece,NY,43.203530,-77.652735,14615
2345 Buffalo Road,Rochester,NY,43.146758,-77.712397,14624
802 Paul Road,Rochester,NY,43.105960,-77.748646,14624
3507 Mt. Read Blvd.,Greece,NY,43.222533,-77.659005,14616
3663 Mt. Read Blvd.,Rochester,NY,43.225651,-77.659099,14616
2037 West Ridge Road,Greece,NY,43.207680,-77.682153,14626
27 Greece Ridge Center Dr.,Rochester,NY,43.204626,-77.690849,14626
713  King St E,Gananoque,ON,44.337504,-76.150235,K7G 1H4
1563 Spencerport Road,Gates,NY,43.174838,-77.731999,14606
678 Hwy 401 West,Mallorytown,ON,44.474090,-75.869780,K0E 1R0
680 Highway 401 Eastbound,Mallorytown,ON,44.478794,-75.895154,K0E 1R0
680 Hwy 401 Eastbound,Mallorytown South,ON,44.504953,-75.835640,K0E 1R0
4380 Buffalo Road,North Chili,NY,43.120113,-77.804703,14514
500 Elmridge Center Drive,Rochester,NY,43.215479,-77.729066,14626
649 Long Pond Rd.,Greece,NY,43.254721,-77.697947,14612
403 North Union Street,Olean,NY,42.085372,-78.429970,14760
230 Western Ave,Augusta,ME,44.314356,-69.800914,4330
29 Niagara Park Dr,Kingston,ON,44.238958,-76.454287,K7K 7B4
77 William Street,Brockville,ON,44.592840,-75.688810,K6V 4V7
2401 West State Street,Olean,NY,42.077144,-78.457212,14760
285 Ontario St,Kingston,ON,44.232224,-76.479131,K7K 2X7
76 Stuart Street,Kingston,ON,44.224328,-76.494609,K7L 2V7
76 Stuart St,Kingston,ON,44.224330,-76.494610,K7L 2V7
116 Barrie St,Kingston,ON,44.226801,-76.490733,K7L 3J9
116 Barrie Street,Kingston,ON,44.226801,-76.490733,K7L 3N6
3012 NY SR 417,Olean,NY,42.076999,-78.463901,14760
54 Bangor Street,Augusta,ME,44.320244,-69.765460,4330
284 Earl St.,Kingston,ON,44.229773,-76.494216,K7L 3N6
312 Princess St,Kingston,ON,44.232605,-76.489358,K7L 1B6
403 South Union Street,Spencerport,NY,43.184670,-77.804050,14559
27 Slayton Ave,Spensorsmith,NY,43.190869,-77.799859,14559
3049 Jefferson Dr,Brockville,ON,44.599397,-75.704755,K6V 6N7
704 King St W,Kingston,ON,44.220668,-76.520972,K7M 2G2
2379 Parkdale St,Brockville,ON,44.603943,-75.700211,K6V 3G9
2382 Rt. 19,Warsaw,NY,42.758608,-78.130838,14569
355 Stewart Blvd,Brockville,ON,44.601640,-75.707640,K6V 4W9
461 N Main St.,Warsaw,NY,42.760454,-78.130596,14569
9005 SH 56,Raymondville,NY,44.835674,-74.976868,13678
100 Portsmouth Ave,Kingston,ON,44.221399,-76.526556,K7L 5A6
1942 Parkdale Avenue,Brockville,ON,44.614492,-75.684434,K6V 7N4
681 Princess St,Kingston,ON,44.238400,-76.505180,K7L 1E8
111 Innovation Drive,Kingston,ON,44.272001,-76.446948,K7K 7E6
1111 Champlain Street,Ogdensburg,NY,44.700200,-75.462400,13669
681 John Counter Blvd.,Kingston,ON,44.257649,-76.483469,K7K 2P7
128 West Main Street,Leroy,NY,42.978027,-78.004449,14482
"1986 Highway 15, Codes Corner",Kingston,ON,44.299141,-76.422244,K7L 4V2
1177 John Counter Boulevard,Kingston,ON,44.259616,-76.507201,K7K 6C7
1166 Division St,Kingston,ON,44.264652,-76.498461,K7K 7H4
1185 Division St,Kingston,ON,44.265285,-76.498547,K7K 5W3
396 Bath Rd,Kingston,ON,44.237567,-76.550599,K7M 4X6
506 Gardiners Rd,Kingston,ON,44.237074,-76.567520,K7M 7W9
640 Dalton Ave,Kingston,ON,44.268950,-76.521080,K7M 8N7
2260 Princess St,Kingston,ON,44.258280,-76.543870,K7M 3G4
925 Edward St,Prescott,ON,44.717045,-75.520266,K0E 1T0
98 South Ave.,Hilton,NY,43.285865,-77.791483,14468
660 Arlington Park Place,Kingston,ON,44.249198,-76.569862,K7M 9A5
2435 Princess St,Kingston,ON,44.257714,-76.557621,K7M 3G1
945 Gardiners Rd,Kingston,ON,44.256434,-76.568737,K7M 7H4
4037 Bath Rd,Kingston,ON,44.241985,-76.608787,K7M 4Y5
2821 Princess St,Kingston,ON,44.259339,-76.584395,K7M 3G1
148 State Route 37,Hogansburg,NY,44.973889,-74.663611,13655
425 State Rt 37,Hogansburg,NY,44.978646,-74.684705,13655
1002 E. Main Street,Bradford,PA,41.977294,-78.617049,16701
6573 Fourth Section Rd,Brockport,NY,43.198400,-77.946260,14420
150 Main Street,Bradford,PA,41.955959,-78.645844,16701
373 Montreal Rd,Cornwall,ON,45.018218,-74.709585,K6H 1B6
12407 County Rd 2,Morrisburg,ON,44.901970,-75.181898,K0C 1P0
1 Water St E,Cornwall,ON,45.015260,-74.727010,K6H 6M2
"1615, rue Du Sud",Cowansville,QC,45.191250,-72.754698,J2K 2Z4
1320 Second St E,Cornwall,ON,45.026495,-74.705889,K6H 2B7
1800 Lake Road,Hamlin,NY,43.292341,-77.920832,14464
658 W. Main Street,Arcade,NY,42.532693,-78.448755,14009
"960 Brookdale Avenue, Unit 19",Cornwall,ON,45.023834,-74.749743,K6J 4P5
851 Pitt St,Cornwall,ON,45.028422,-74.734202,K6J 3S4
1200 Marleau Ave,Cornwall,ON,45.035003,-74.713967,K6H 2W8
1233 Brookdale Ave,Cornwall,ON,45.027540,-74.752100,K6J 4P7
1380 Marleau Ave,Cornwall,ON,45.036492,-74.710448,K6H 2W8
123 Picton Main St,Picton,ON,44.005730,-77.144940,K0K 2T0
3745 HWY 401 EastBound,Odessa,ON,44.280865,-76.725389,K0H 2H0
758 Highway 401 E,Morrisburg,ON,44.936530,-75.152310,K0C 1K0
168 Camden Street,Rockland,ME,44.121494,-69.100712,4841
20 Main St,Batavia,NY,42.997999,-78.186777,14020
150 Prospect Street,Attica,NY,42.870794,-78.276896,14011
12479 Olean Road,Chaffee,NY,42.539147,-78.478460,14030
81 Tollgate Rd,Cornwall,ON,45.045328,-74.750531,K6J 5L5
"237, rue Main Est",Coaticook,QC,45.132570,-71.800221,J1A 1N4
764 Hwy 401 Westbound,Ingleside,ON,44.971174,-75.081768,K0C 1M0
2690 Brookdale Ave,Cornwall,ON,45.047830,-74.769398,K6J 5Y2
390 West Main Street,Batavia,NY,43.005109,-78.203518,14020
525 North Fraley St,Kane,PA,41.667945,-78.812630,16735
8315 Park Road,Batavia,NY,43.016750,-78.198170,14020
15919 County Road #2,Long Sault,ON,45.027963,-74.895170,K0C 1P0
764 Hwy 401 West,Ingleside,ON,45.010690,-74.997910,K0C 1M0
20345 Canon Street,South Lancaster,ON,45.132679,-74.493549,K0C 2C0
6599 Route 219N,Ellicottville,NY,42.285773,-78.660214,14731
64 East Washington Street,Ellicottville,NY,42.279364,-78.666829,14731
27585 Highway 401,Lancaster,ON,45.150560,-74.474860,K0C 1E0
"750, rue Saint-Paul",St-Rémi,QC,45.260008,-73.609755,J0L 2L0
825 rue Lucien-Chénier,Farnham,QC,45.283132,-72.974807,J2N 0A9
567 Broad,Salamanca,NY,42.158322,-78.736293,14779
81 Dundas Street E,Napanee,ON,44.248854,-76.947688,K7R 1J1
478 Centre St N,Napanee,ON,44.260422,-76.963035,K7R 1P8
"100, Autoroute 20, local 100",Riviere Beaudette,QC,45.213436,-74.324013,J0P 1R0
9993 Allegheny Road,Darien Center,NY,42.913204,-78.389435,14040
"370, boul. Du Séminaire Nord",St-Jean-sur-Richelieu,QC,45.311561,-73.265290,J3B 5L1
"400, boul. Croisetière",St-Jean-sur-Richelieu,QC,45.314753,-73.220337,J2X 0E5
8319 Indian Falls Road,Corfu,NY,43.011410,-78.329515,14036
"1008, rue Sherbrooke",Magog,QC,45.271650,-72.138290,J1X 2T1
333 Main Street,Waterville,ME,44.566203,-69.637490,4901
"50, rue Alphonse Dejardins",Salaberry-de-Valleyfield,QC,45.257340,-74.128130,J6S 2R3
"2911, chemin Milletta, local # 140",Magog,QC,45.290641,-72.210027,J1X 0R4
"916, rue Douglas",St-Jean-sur-Richelieu,QC,45.332490,-73.284390,J3A 1V1
"180, Omer-Marcil",St-Jean-sur-Richelieu,QC,45.332140,-73.296840,J2W 2V1
"805, boul. Mgr-Langlois",Grande-Île,QC,45.267778,-74.142355,J6S 4V3
"2124, boul. Mgr Langlois",Valleyfield,QC,45.271790,-74.117000,J6S 5R1
"1, rue St-Denis",Bromont,QC,45.332410,-72.646810,J2L 3G2
161 S. Main Street,Albion,NY,43.241495,-78.193877,14411
408 West Avenue,Albion,NY,43.239570,-78.205380,14411
"611, boul. St-Jean-Baptiste",Mercier,QC,45.322378,-73.738128,J6R 2A8
"234, boul. St-Luc",St-Jean-sur-Richelieu,QC,45.352070,-73.293656,J2W 1C2
"2997, rue Brodeur",Saint-Alphonse-de-Granby,QC,45.351723,-72.780862,J0E 2A0
"317, route de Maple Grove",Beauharnois,QC,45.316526,-73.863508,J6N 1M2
"122, Route 235",L'Ange-Gardien,QC,45.355960,-72.939320,J0E 1E0
371 South Cascade Dr,Springville,NY,42.499396,-78.690196,14141
184 South Cascade,Springville,NY,42.505070,-78.689400,14141
"262, boul St-Jean-Baptiste",Châteauguay,QC,45.346040,-73.723534,J6K 3C2
400 Rue Strasbourg,Candiac,QC,45.370801,-73.506230,J5R 0B4
12896 Broadway,Alden,NY,42.896273,-78.505864,14004
"251-A, boul. D'Anjou",Châteauguay,QC,45.359358,-73.723353,J6J 2R4
12775 Broadway,Alden,NY,42.894780,-78.511514,14004
"115, rue Saint-Pierre",Saint-Constant,QC,45.373047,-73.569256,J5A 2G8
"17, boul. St-Jean-Baptiste",Châteauguay,QC,45.367333,-73.710643,J6J 3H5
"3456, Hwy 138",Monkland,ON,45.193772,-74.882898,K0C 1V0
"19, Georges-Gagné",Delson,QC,45.383230,-73.548090,J2B 2C9
636 Girard Avenue East ,Aurora,NY,42.773894,-78.611256,14052
"396, Route 132",St-Constant,QC,45.392290,-73.579390,J5A 2J8
"405, rue Principale",Granby,QC,45.403309,-72.734060,J2G 2W9
"4780, route 132",Ste-Catherine,QC,45.393380,-73.582390,J5C 1V9
"80, rue Robinson Sud",Granby ,QC,45.405819,-72.743293,J2G 7L4
12001 County Rd 3,Winchester,ON,45.086441,-75.374397,K0C 2K0
44 Hamburg St,East Aurora,NY,42.766766,-78.629756,14052
"2340, chemin des patriotes",Richelieu,QC,45.412010,-73.241270,J3L 6M7
2030 Route 112,St-Césaire,QC,45.414302,-73.013058,J0L 1T0
65 Grey Street,East Aurora,NY,42.766988,-78.631342,14052
"1050, boul. Taschereau", La Prairie,QC,45.407630,-73.497017,J5R 1W6
1020 rue Principale ,Granby,QC,45.416381,-72.759835,J2J 2N7
PO Box 2274 Route 132,Kahnawake,QC,45.402400,-73.672945,J0L 1B0
"575, rue St-Hubert",Granby,QC,45.421950,-72.725329,J2H 1Y5
"155, boul. Taschereau",La Prairie,QC,45.417380,-73.487980,J5R 6G8
"3601, boul. Fréchette",Chambly,QC,45.427000,-73.311130,J3L 0A7
470 Dundas St E,Belleville,ON,44.167460,-77.353160,K8N 1G1
9230 7th Avenue #28,Norfolk,VA,36.946887,-76.274769,23511
"420, boul. Harwood",Vaudreuil-Dorion,QC,45.377480,-74.023020,J7V 7H4
2600 Hwy 43,Kemptville,ON,45.018339,-75.658814,K0G 1J0
661 Jamison Road,Elma,NY,42.805143,-78.636978,14059
"330, boul. Harwood",Vaudreuil-Dorion,QC,45.380030,-74.017790,J7V 1Y5
"105, boul. Cardinal-Léger",Pincourt,QC,45.383534,-73.992512,J7V 3Y3
301 Colonnade Dr,Kemptville,ON,45.029875,-75.632815,K0G 1J0
"104, boul. Don-Quichotte",Ile-Perrot,QC,45.387930,-73.961760,J7V 6L7
"155, rue Ouellette",Marieville,QC,45.437350,-73.168477,J3M 1A5
Bishop's University,Sherbrooke,QC,45.354206,-71.842651,J1M 1Z7
111 Lombard St.,Smiths Falls,ON,44.892287,-76.030222,K7A 5B8
"114, boul. Grand",LÎle-Perrot,QC,45.394594,-73.957906,J7V 4W9
"4470, boul. Bourque",Sherbrooke,QC,45.377010,-71.977940,J1N 1S3
3550 Galt Ouest,Sherbrooke,QC,45.375370,-71.953712,J1H 0A5
48 Dundas St W,Belleville,ON,44.159211,-77.388548,K8P 1A3
"8080, boul. Champlain",Lasalle,QC,45.427257,-73.611618,H8P 1B3
"401, boul. Richelieu",Richelieu,QC,45.443814,-73.248886,J3L 3R6
440 Main St South,Alexandria,ON,45.299858,-74.627439,K0C 1A0
"89, rue Queen",Sherbrooke,QC,45.365120,-71.856460,J1M 1J5
76 Beckwith St N,Smiths Falls,ON,44.902585,-76.021515,K7A 2B7
"9055, boulevard Taschereau",Brossard,QC,45.437710,-73.474510,J4Y 3B8
160 Queen N,Sherbrooke,QC,45.368020,-71.856660,J1M 1J9
"8481, boul. Newman",Lasalle,QC,45.430948,-73.633953,H8N 2Y7
161 Bridge St.,Belleville,ON,44.160580,-77.398549,K8P 1K2
"8390, boul. Newman",LaSalle,QC,45.432460,-73.629790,H8N 1X9
11305 Maple Ridge Rd.,Medina,NY,43.207101,-78.392149,14103
970 E Ave Building 542,Virginia Beach,VA,36.807487,-76.028841,23460
"9350, boul. Leduc",Brossard,QC,45.444538,-73.437560,J4Y 0B3
165 College St,Belleville,ON,44.179530,-77.378971,K8N 2V5
51 Main ST,Randolph,NY,42.163308,-78.970788,13032
"2909, boul. de la Gare",Vaudreuil-Dorion,QC,45.396151,-74.054473,J7V 9R2
"697, rue Larivière",Chambly,QC,45.452466,-73.301074,J3L 1L4
"8270, boul. Taschereau",Brossard,QC,45.446756,-73.470435,J4X 1C2
"5983, Chemin de Saint-Élie",Sherbrooke,QC,45.394992,-72.006176,J1R 0L1
8700 boulevard Leduc,Brossard,QC,45.448700,-73.442760,J4Y 0G4
11170 Maple Ridge Road,Medina,NY,43.206760,-78.402939,14103
"5035, boul. Industriel",Sherbrooke,QC,45.395278,-71.992352,J1R 0P4
169 North Front St,Belleville,ON,44.177632,-77.391162,K8P 3B7
"485, av. St-Charles",Vaudreuil-Dorion,QC,45.403930,-74.031290,J7V 2N4
"5, avenue St-Pierre",Lachine,QC,45.441450,-73.646360,H8R 4E1
"3260, rue King Ouest",Sherbrooke,QC,45.394360,-71.950540,J1L 1C9
Wallbridge-Loyalist Rd. (box 4200),Belleville,ON,44.156470,-77.431598,K8N 5B9
"7500, boulevard Taschereau",Brossard,QC,45.455135,-73.465485,J4X 1C2
"7077, boul. Newman",Lasalle,QC,45.446960,-73.610830,H8N 1X1
245 Madison Avenue,Skowhegan,ME,44.776867,-69.724756,4976
"7305, boulevard Grande-Allée",Brossard,QC,45.458143,-73.418213,J4Z 0E3
"1155, boul Rome",Brossard,QC,45.457014,-73.490902,J4W 3J1
902 Wallbridge Loyalist Rd.,Belleville,ON,44.158670,-77.436580,K8N 5B3
390 North Front St,Belleville,ON,44.188280,-77.396340,K8P 3E1
"1477, ch. De Chambly",Carignan,QC,45.465023,-73.345243,J3L 0J6
"108, Beaurepaire",Beaconsfield,QC,45.433857,-73.847311,H9W 0A1
"1785, rue King Ouest",Sherbrooke,QC,45.398653,-71.918337,J1J 2E1
4002 Ransom Road,Clarence,NY,42.952496,-78.602371,14031
4221 Walden Ave,Lancaster,NY,42.923825,-78.621099,14086
"3135, boul. Portland",Sherbrooke,QC,45.403596,-71.948641,J1L 2P1
218 Bell Blvd,Belleville,ON,44.185942,-77.406526,K8P 5L8
